raceId,year_race,round_race,circuitId_race,name_race,date_race,time_race
464,1983,13,14,Italian Grand Prix,9/11/1983,\N
465,1983,14,38,European Grand Prix,9/25/1983,\N
466,1983,15,30,South African Grand Prix,10/15/1983,\N
467,1982,1,30,South African Grand Prix,1/23/1982,\N
468,1982,2,36,Brazilian Grand Prix,3/21/1982,\N
469,1982,3,43,United States Grand Prix West,4/4/1982,\N
470,1982,4,21,San Marino Grand Prix,4/25/1982,\N
471,1982,5,40,Belgian Grand Prix,5/9/1982,\N
472,1982,6,6,Monaco Grand Prix,5/23/1982,\N
473,1982,7,37,Detroit Grand Prix,6/6/1982,\N
474,1982,8,7,Canadian Grand Prix,6/13/1982,\N
475,1982,9,39,Dutch Grand Prix,7/3/1982,\N
476,1982,10,38,British Grand Prix,7/18/1982,\N
477,1982,11,34,French Grand Prix,7/25/1982,\N
478,1982,12,10,German Grand Prix,8/8/1982,\N
479,1982,13,70,Austrian Grand Prix,8/15/1982,\N
480,1982,14,41,Swiss Grand Prix,8/29/1982,\N
481,1982,15,14,Italian Grand Prix,9/12/1982,\N
482,1982,16,44,Caesars Palace Grand Prix,9/25/1982,\N
483,1981,1,43,United States Grand Prix West,3/15/1981,\N
484,1981,2,36,Brazilian Grand Prix,3/29/1981,\N
485,1981,3,25,Argentine Grand Prix,4/12/1981,\N
486,1981,4,21,San Marino Grand Prix,5/3/1981,\N
487,1981,5,40,Belgian Grand Prix,5/17/1981,\N
488,1981,6,6,Monaco Grand Prix,5/31/1981,\N
489,1981,7,45,Spanish Grand Prix,6/21/1981,\N
490,1981,8,41,French Grand Prix,7/5/1981,\N
491,1981,9,9,British Grand Prix,7/18/1981,\N
492,1981,10,10,German Grand Prix,8/2/1981,\N
493,1981,11,70,Austrian Grand Prix,8/16/1981,\N
494,1981,12,39,Dutch Grand Prix,8/30/1981,\N
495,1981,13,14,Italian Grand Prix,9/13/1981,\N
496,1981,14,7,Canadian Grand Prix,9/27/1981,\N
497,1981,15,44,Caesars Palace Grand Prix,10/17/1981,\N
498,1980,1,25,Argentine Grand Prix,1/13/1980,\N
499,1980,2,18,Brazilian Grand Prix,1/27/1980,\N
500,1980,3,30,South African Grand Prix,3/1/1980,\N
501,1980,4,43,United States Grand Prix West,3/30/1980,\N
502,1980,5,40,Belgian Grand Prix,5/4/1980,\N
503,1980,6,6,Monaco Grand Prix,5/18/1980,\N
504,1980,7,34,French Grand Prix,6/29/1980,\N
505,1980,8,38,British Grand Prix,7/13/1980,\N
506,1980,9,10,German Grand Prix,8/10/1980,\N
507,1980,10,70,Austrian Grand Prix,8/17/1980,\N
508,1980,11,39,Dutch Grand Prix,8/31/1980,\N
509,1980,12,21,Italian Grand Prix,9/14/1980,\N
510,1980,13,7,Canadian Grand Prix,9/28/1980,\N
511,1980,14,46,United States Grand Prix,10/5/1980,\N
512,1979,1,25,Argentine Grand Prix,1/21/1979,\N
513,1979,2,18,Brazilian Grand Prix,2/4/1979,\N
514,1979,3,30,South African Grand Prix,3/3/1979,\N
515,1979,4,43,United States Grand Prix West,4/8/1979,\N
516,1979,5,45,Spanish Grand Prix,4/29/1979,\N
517,1979,6,40,Belgian Grand Prix,5/13/1979,\N
518,1979,7,6,Monaco Grand Prix,5/27/1979,\N
519,1979,8,41,French Grand Prix,7/1/1979,\N
520,1979,9,9,British Grand Prix,7/14/1979,\N
521,1979,10,10,German Grand Prix,7/29/1979,\N
522,1979,11,70,Austrian Grand Prix,8/12/1979,\N
523,1979,12,39,Dutch Grand Prix,8/26/1979,\N
524,1979,13,14,Italian Grand Prix,9/9/1979,\N
525,1979,14,7,Canadian Grand Prix,9/30/1979,\N
526,1979,15,46,United States Grand Prix,10/7/1979,\N
527,1978,1,25,Argentine Grand Prix,1/15/1978,\N
528,1978,2,36,Brazilian Grand Prix,1/29/1978,\N
529,1978,3,30,South African Grand Prix,3/4/1978,\N
530,1978,4,43,United States Grand Prix West,4/2/1978,\N
531,1978,5,6,Monaco Grand Prix,5/7/1978,\N
532,1978,6,40,Belgian Grand Prix,5/21/1978,\N
533,1978,7,45,Spanish Grand Prix,6/4/1978,\N
534,1978,8,47,Swedish Grand Prix,6/17/1978,\N
535,1978,9,34,French Grand Prix,7/2/1978,\N
536,1978,10,38,British Grand Prix,7/16/1978,\N
537,1978,11,10,German Grand Prix,7/30/1978,\N
538,1978,12,70,Austrian Grand Prix,8/13/1978,\N
539,1978,13,39,Dutch Grand Prix,8/27/1978,\N
540,1978,14,14,Italian Grand Prix,9/10/1978,\N
541,1978,15,46,United States Grand Prix,10/1/1978,\N
542,1978,16,7,Canadian Grand Prix,10/8/1978,\N
543,1977,1,25,Argentine Grand Prix,1/9/1977,\N
544,1977,2,18,Brazilian Grand Prix,1/23/1977,\N
545,1977,3,30,South African Grand Prix,3/5/1977,\N
546,1977,4,43,United States Grand Prix West,4/3/1977,\N
547,1977,5,45,Spanish Grand Prix,5/8/1977,\N
548,1977,6,6,Monaco Grand Prix,5/22/1977,\N
549,1977,7,40,Belgian Grand Prix,6/5/1977,\N
550,1977,8,47,Swedish Grand Prix,6/19/1977,\N
551,1977,9,41,French Grand Prix,7/3/1977,\N
552,1977,10,9,British Grand Prix,7/16/1977,\N
553,1977,11,10,German Grand Prix,7/31/1977,\N
554,1977,12,70,Austrian Grand Prix,8/14/1977,\N
555,1977,13,39,Dutch Grand Prix,8/28/1977,\N
556,1977,14,14,Italian Grand Prix,9/11/1977,\N
557,1977,15,46,United States Grand Prix,10/2/1977,\N
558,1977,16,48,Canadian Grand Prix,10/9/1977,\N
559,1977,17,16,Japanese Grand Prix,10/23/1977,\N
560,1976,1,18,Brazilian Grand Prix,1/25/1976,\N
561,1976,2,30,South African Grand Prix,3/6/1976,\N
562,1976,3,43,United States Grand Prix West,3/28/1976,\N
563,1976,4,45,Spanish Grand Prix,5/2/1976,\N
564,1976,5,40,Belgian Grand Prix,5/16/1976,\N
565,1976,6,6,Monaco Grand Prix,5/30/1976,\N
566,1976,7,47,Swedish Grand Prix,6/13/1976,\N
567,1976,8,34,French Grand Prix,7/4/1976,\N
568,1976,9,38,British Grand Prix,7/18/1976,\N
569,1976,10,20,German Grand Prix,8/1/1976,\N
570,1976,11,70,Austrian Grand Prix,8/15/1976,\N
571,1976,12,39,Dutch Grand Prix,8/29/1976,\N
572,1976,13,14,Italian Grand Prix,9/12/1976,\N
573,1976,14,48,Canadian Grand Prix,10/3/1976,\N
574,1976,15,46,United States Grand Prix,10/10/1976,\N
575,1976,16,16,Japanese Grand Prix,10/24/1976,\N
576,1975,1,25,Argentine Grand Prix,1/12/1975,\N
577,1975,2,18,Brazilian Grand Prix,1/26/1975,\N
578,1975,3,30,South African Grand Prix,3/1/1975,\N
579,1975,4,49,Spanish Grand Prix,4/27/1975,\N
580,1975,5,6,Monaco Grand Prix,5/11/1975,\N
581,1975,6,40,Belgian Grand Prix,5/25/1975,\N
582,1975,7,47,Swedish Grand Prix,6/8/1975,\N
583,1975,8,39,Dutch Grand Prix,6/22/1975,\N
584,1975,9,34,French Grand Prix,7/6/1975,\N
585,1975,10,9,British Grand Prix,7/19/1975,\N
586,1975,11,20,German Grand Prix,8/3/1975,\N
587,1975,12,70,Austrian Grand Prix,8/17/1975,\N
588,1975,13,14,Italian Grand Prix,9/7/1975,\N
589,1975,14,46,United States Grand Prix,10/5/1975,\N
590,1974,1,25,Argentine Grand Prix,1/13/1974,\N
591,1974,2,18,Brazilian Grand Prix,1/27/1974,\N
592,1974,3,30,South African Grand Prix,3/30/1974,\N
593,1974,4,45,Spanish Grand Prix,4/28/1974,\N
594,1974,5,50,Belgian Grand Prix,5/12/1974,\N
595,1974,6,6,Monaco Grand Prix,5/26/1974,\N
596,1974,7,47,Swedish Grand Prix,6/9/1974,\N
597,1974,8,39,Dutch Grand Prix,6/23/1974,\N
598,1974,9,41,French Grand Prix,7/7/1974,\N
599,1974,10,38,British Grand Prix,7/20/1974,\N
600,1974,11,20,German Grand Prix,8/4/1974,\N
601,1974,12,70,Austrian Grand Prix,8/18/1974,\N
602,1974,13,14,Italian Grand Prix,9/8/1974,\N
603,1974,14,48,Canadian Grand Prix,9/22/1974,\N
604,1974,15,46,United States Grand Prix,10/6/1974,\N
605,1973,1,25,Argentine Grand Prix,1/28/1973,\N
606,1973,2,18,Brazilian Grand Prix,2/11/1973,\N
607,1973,3,30,South African Grand Prix,3/3/1973,\N
608,1973,4,49,Spanish Grand Prix,4/29/1973,\N
609,1973,5,40,Belgian Grand Prix,5/20/1973,\N
610,1973,6,6,Monaco Grand Prix,6/3/1973,\N
611,1973,7,47,Swedish Grand Prix,6/17/1973,\N
612,1973,8,34,French Grand Prix,7/1/1973,\N
613,1973,9,9,British Grand Prix,7/14/1973,\N
614,1973,10,39,Dutch Grand Prix,7/29/1973,\N
615,1973,11,20,German Grand Prix,8/5/1973,\N
616,1973,12,70,Austrian Grand Prix,8/19/1973,\N
617,1973,13,14,Italian Grand Prix,9/9/1973,\N
618,1973,14,48,Canadian Grand Prix,9/23/1973,\N
619,1973,15,46,United States Grand Prix,10/7/1973,\N
620,1972,1,25,Argentine Grand Prix,1/23/1972,\N
621,1972,2,30,South African Grand Prix,3/4/1972,\N
622,1972,3,45,Spanish Grand Prix,5/1/1972,\N
623,1972,4,6,Monaco Grand Prix,5/14/1972,\N
624,1972,5,50,Belgian Grand Prix,6/4/1972,\N
625,1972,6,51,French Grand Prix,7/2/1972,\N
626,1972,7,38,British Grand Prix,7/15/1972,\N
627,1972,8,20,German Grand Prix,7/30/1972,\N
628,1972,9,70,Austrian Grand Prix,8/13/1972,\N
629,1972,10,14,Italian Grand Prix,9/10/1972,\N
630,1972,11,48,Canadian Grand Prix,9/24/1972,\N
631,1972,12,46,United States Grand Prix,10/8/1972,\N
632,1971,1,30,South African Grand Prix,3/6/1971,\N
633,1971,2,49,Spanish Grand Prix,4/18/1971,\N
634,1971,3,6,Monaco Grand Prix,5/23/1971,\N
635,1971,4,39,Dutch Grand Prix,6/20/1971,\N
636,1971,5,34,French Grand Prix,7/4/1971,\N
637,1971,6,9,British Grand Prix,7/17/1971,\N
638,1971,7,20,German Grand Prix,8/1/1971,\N
639,1971,8,70,Austrian Grand Prix,8/15/1971,\N
640,1971,9,14,Italian Grand Prix,9/5/1971,\N
641,1971,10,48,Canadian Grand Prix,9/19/1971,\N
642,1971,11,46,United States Grand Prix,10/3/1971,\N
643,1970,1,30,South African Grand Prix,3/7/1970,\N
644,1970,2,45,Spanish Grand Prix,4/19/1970,\N
645,1970,3,6,Monaco Grand Prix,5/10/1970,\N
646,1970,4,13,Belgian Grand Prix,6/7/1970,\N
647,1970,5,39,Dutch Grand Prix,6/21/1970,\N
648,1970,6,51,French Grand Prix,7/5/1970,\N
649,1970,7,38,British Grand Prix,7/18/1970,\N
650,1970,8,10,German Grand Prix,8/2/1970,\N
651,1970,9,70,Austrian Grand Prix,8/16/1970,\N
652,1970,10,14,Italian Grand Prix,9/6/1970,\N
653,1970,11,52,Canadian Grand Prix,9/20/1970,\N
654,1970,12,46,United States Grand Prix,10/4/1970,\N
655,1970,13,32,Mexican Grand Prix,10/25/1970,\N
656,1969,1,30,South African Grand Prix,3/1/1969,\N
657,1969,2,49,Spanish Grand Prix,5/4/1969,\N
658,1969,3,6,Monaco Grand Prix,5/18/1969,\N
659,1969,4,39,Dutch Grand Prix,6/21/1969,\N
660,1969,5,51,French Grand Prix,7/6/1969,\N
661,1969,6,9,British Grand Prix,7/19/1969,\N
662,1969,7,20,German Grand Prix,8/3/1969,\N
663,1969,8,14,Italian Grand Prix,9/7/1969,\N
664,1969,9,48,Canadian Grand Prix,9/20/1969,\N
665,1969,10,46,United States Grand Prix,10/5/1969,\N
666,1969,11,32,Mexican Grand Prix,10/19/1969,\N
667,1968,1,30,South African Grand Prix,1/1/1968,\N
668,1968,2,45,Spanish Grand Prix,5/12/1968,\N
669,1968,3,6,Monaco Grand Prix,5/26/1968,\N
670,1968,4,13,Belgian Grand Prix,6/9/1968,\N
671,1968,5,39,Dutch Grand Prix,6/23/1968,\N
672,1968,6,53,French Grand Prix,7/7/1968,\N
673,1968,7,38,British Grand Prix,7/20/1968,\N
674,1968,8,20,German Grand Prix,8/4/1968,\N
675,1968,9,14,Italian Grand Prix,9/8/1968,\N
676,1968,10,52,Canadian Grand Prix,9/22/1968,\N
677,1968,11,46,United States Grand Prix,10/6/1968,\N
678,1968,12,32,Mexican Grand Prix,11/3/1968,\N
679,1967,1,30,South African Grand Prix,1/2/1967,\N
680,1967,2,6,Monaco Grand Prix,5/7/1967,\N
681,1967,3,39,Dutch Grand Prix,6/4/1967,\N
682,1967,4,13,Belgian Grand Prix,6/18/1967,\N
683,1967,5,54,French Grand Prix,7/2/1967,\N
684,1967,6,9,British Grand Prix,7/15/1967,\N
685,1967,7,20,German Grand Prix,8/6/1967,\N
686,1967,8,48,Canadian Grand Prix,8/27/1967,\N
687,1967,9,14,Italian Grand Prix,9/10/1967,\N
688,1967,10,46,United States Grand Prix,10/1/1967,\N
689,1967,11,32,Mexican Grand Prix,10/22/1967,\N
690,1966,1,6,Monaco Grand Prix,5/22/1966,\N
691,1966,2,13,Belgian Grand Prix,6/12/1966,\N
692,1966,3,55,French Grand Prix,7/3/1966,\N
693,1966,4,38,British Grand Prix,7/16/1966,\N
694,1966,5,39,Dutch Grand Prix,7/24/1966,\N
695,1966,6,20,German Grand Prix,8/7/1966,\N
696,1966,7,14,Italian Grand Prix,9/4/1966,\N
697,1966,8,46,United States Grand Prix,10/2/1966,\N
698,1966,9,32,Mexican Grand Prix,10/23/1966,\N
699,1965,1,56,South African Grand Prix,1/1/1965,\N
700,1965,2,6,Monaco Grand Prix,5/30/1965,\N
701,1965,3,13,Belgian Grand Prix,6/13/1965,\N
702,1965,4,51,French Grand Prix,6/27/1965,\N
703,1965,5,9,British Grand Prix,7/10/1965,\N
704,1965,6,39,Dutch Grand Prix,7/18/1965,\N
705,1965,7,20,German Grand Prix,8/1/1965,\N
706,1965,8,14,Italian Grand Prix,9/12/1965,\N
707,1965,9,46,United States Grand Prix,10/3/1965,\N
708,1965,10,32,Mexican Grand Prix,10/24/1965,\N
709,1964,1,6,Monaco Grand Prix,5/10/1964,\N
710,1964,2,39,Dutch Grand Prix,5/24/1964,\N
711,1964,3,13,Belgian Grand Prix,6/14/1964,\N
712,1964,4,53,French Grand Prix,6/28/1964,\N
713,1964,5,38,British Grand Prix,7/11/1964,\N
714,1964,6,20,German Grand Prix,8/2/1964,\N
715,1964,7,57,Austrian Grand Prix,8/23/1964,\N
716,1964,8,14,Italian Grand Prix,9/6/1964,\N
717,1964,9,46,United States Grand Prix,10/4/1964,\N
718,1964,10,32,Mexican Grand Prix,10/25/1964,\N
719,1963,1,6,Monaco Grand Prix,5/26/1963,\N
720,1963,2,13,Belgian Grand Prix,6/9/1963,\N
721,1963,3,39,Dutch Grand Prix,6/23/1963,\N
722,1963,4,55,French Grand Prix,6/30/1963,\N
723,1963,5,9,British Grand Prix,7/20/1963,\N
724,1963,6,20,German Grand Prix,8/4/1963,\N
725,1963,7,14,Italian Grand Prix,9/8/1963,\N
726,1963,8,46,United States Grand Prix,10/6/1963,\N
727,1963,9,32,Mexican Grand Prix,10/27/1963,\N
728,1963,10,56,South African Grand Prix,12/28/1963,\N
729,1962,1,39,Dutch Grand Prix,5/20/1962,\N
730,1962,2,6,Monaco Grand Prix,6/3/1962,\N
731,1962,3,13,Belgian Grand Prix,6/17/1962,\N
732,1962,4,53,French Grand Prix,7/8/1962,\N
733,1962,5,58,British Grand Prix,7/21/1962,\N
734,1962,6,20,German Grand Prix,8/5/1962,\N
735,1962,7,14,Italian Grand Prix,9/16/1962,\N
736,1962,8,46,United States Grand Prix,10/7/1962,\N
737,1962,9,56,South African Grand Prix,12/29/1962,\N
738,1961,1,6,Monaco Grand Prix,5/14/1961,\N
739,1961,2,39,Dutch Grand Prix,5/22/1961,\N
740,1961,3,13,Belgian Grand Prix,6/18/1961,\N
741,1961,4,55,French Grand Prix,7/2/1961,\N
742,1961,5,58,British Grand Prix,7/15/1961,\N
743,1961,6,20,German Grand Prix,8/6/1961,\N
744,1961,7,14,Italian Grand Prix,9/10/1961,\N
745,1961,8,46,United States Grand Prix,10/8/1961,\N
746,1960,1,25,Argentine Grand Prix,2/7/1960,\N
747,1960,2,6,Monaco Grand Prix,5/29/1960,\N
748,1960,3,19,Indianapolis 500,5/30/1960,\N
749,1960,4,39,Dutch Grand Prix,6/6/1960,\N
750,1960,5,13,Belgian Grand Prix,6/19/1960,\N
751,1960,6,55,French Grand Prix,7/3/1960,\N
752,1960,7,9,British Grand Prix,7/16/1960,\N
753,1960,8,59,Portuguese Grand Prix,8/14/1960,\N
754,1960,9,14,Italian Grand Prix,9/4/1960,\N
755,1960,10,60,United States Grand Prix,11/20/1960,\N
756,1959,1,6,Monaco Grand Prix,5/10/1959,\N
757,1959,2,19,Indianapolis 500,5/30/1959,\N
758,1959,3,39,Dutch Grand Prix,5/31/1959,\N
759,1959,4,55,French Grand Prix,7/5/1959,\N
760,1959,5,58,British Grand Prix,7/18/1959,\N
761,1959,6,61,German Grand Prix,8/2/1959,\N
762,1959,7,62,Portuguese Grand Prix,8/23/1959,\N
763,1959,8,14,Italian Grand Prix,9/13/1959,\N
764,1959,9,63,United States Grand Prix,12/12/1959,\N
765,1958,1,25,Argentine Grand Prix,1/19/1958,\N
766,1958,2,6,Monaco Grand Prix,5/18/1958,\N
767,1958,3,39,Dutch Grand Prix,5/26/1958,\N
768,1958,4,19,Indianapolis 500,5/30/1958,\N
769,1958,5,13,Belgian Grand Prix,6/15/1958,\N
770,1958,6,55,French Grand Prix,7/6/1958,\N
771,1958,7,9,British Grand Prix,7/19/1958,\N
772,1958,8,20,German Grand Prix,8/3/1958,\N
773,1958,9,59,Portuguese Grand Prix,8/24/1958,\N
774,1958,10,14,Italian Grand Prix,9/7/1958,\N
775,1958,11,64,Moroccan Grand Prix,10/19/1958,\N
776,1957,1,25,Argentine Grand Prix,1/13/1957,\N
777,1957,2,6,Monaco Grand Prix,5/19/1957,\N
778,1957,3,19,Indianapolis 500,5/30/1957,\N
779,1957,4,53,French Grand Prix,7/7/1957,\N
780,1957,5,58,British Grand Prix,7/20/1957,\N
781,1957,6,20,German Grand Prix,8/4/1957,\N
782,1957,7,65,Pescara Grand Prix,8/18/1957,\N
783,1957,8,14,Italian Grand Prix,9/8/1957,\N
784,1956,1,25,Argentine Grand Prix,1/22/1956,\N
785,1956,2,6,Monaco Grand Prix,5/13/1956,\N
786,1956,3,19,Indianapolis 500,5/30/1956,\N
787,1956,4,13,Belgian Grand Prix,6/3/1956,\N
788,1956,5,55,French Grand Prix,7/1/1956,\N
789,1956,6,9,British Grand Prix,7/14/1956,\N
790,1956,7,20,German Grand Prix,8/5/1956,\N
791,1956,8,14,Italian Grand Prix,9/2/1956,\N
792,1955,1,25,Argentine Grand Prix,1/16/1955,\N
793,1955,2,6,Monaco Grand Prix,5/22/1955,\N
794,1955,3,19,Indianapolis 500,5/30/1955,\N
795,1955,4,13,Belgian Grand Prix,6/5/1955,\N
796,1955,5,39,Dutch Grand Prix,6/19/1955,\N
797,1955,6,58,British Grand Prix,7/16/1955,\N
798,1955,7,14,Italian Grand Prix,9/11/1955,\N
799,1954,1,25,Argentine Grand Prix,1/17/1954,\N
800,1954,2,19,Indianapolis 500,5/31/1954,\N
801,1954,3,13,Belgian Grand Prix,6/20/1954,\N
802,1954,4,55,French Grand Prix,7/4/1954,\N
803,1954,5,9,British Grand Prix,7/17/1954,\N
804,1954,6,20,German Grand Prix,8/1/1954,\N
805,1954,7,66,Swiss Grand Prix,8/22/1954,\N
806,1954,8,14,Italian Grand Prix,9/5/1954,\N
807,1954,9,67,Spanish Grand Prix,10/24/1954,\N
808,1953,1,25,Argentine Grand Prix,1/18/1953,\N
809,1953,2,19,Indianapolis 500,5/30/1953,\N
810,1953,3,39,Dutch Grand Prix,6/7/1953,\N
811,1953,4,13,Belgian Grand Prix,6/21/1953,\N
812,1953,5,55,French Grand Prix,7/5/1953,\N
813,1953,6,9,British Grand Prix,7/18/1953,\N
814,1953,7,20,German Grand Prix,8/2/1953,\N
815,1953,8,66,Swiss Grand Prix,8/23/1953,\N
816,1953,9,14,Italian Grand Prix,9/13/1953,\N
817,1952,1,66,Swiss Grand Prix,5/18/1952,\N
818,1952,2,19,Indianapolis 500,5/30/1952,\N
819,1952,3,13,Belgian Grand Prix,6/22/1952,\N
820,1952,4,53,French Grand Prix,7/6/1952,\N
821,1952,5,9,British Grand Prix,7/19/1952,\N
822,1952,6,20,German Grand Prix,8/3/1952,\N
823,1952,7,39,Dutch Grand Prix,8/17/1952,\N
824,1952,8,14,Italian Grand Prix,9/7/1952,\N
825,1951,1,66,Swiss Grand Prix,5/27/1951,\N
826,1951,2,19,Indianapolis 500,5/30/1951,\N
827,1951,3,13,Belgian Grand Prix,6/17/1951,\N
828,1951,4,55,French Grand Prix,7/1/1951,\N
829,1951,5,9,British Grand Prix,7/14/1951,\N
830,1951,6,20,German Grand Prix,7/29/1951,\N
831,1951,7,14,Italian Grand Prix,9/16/1951,\N
832,1951,8,67,Spanish Grand Prix,10/28/1951,\N
833,1950,1,9,British Grand Prix,5/13/1950,\N
834,1950,2,6,Monaco Grand Prix,5/21/1950,\N
835,1950,3,19,Indianapolis 500,5/30/1950,\N
836,1950,4,66,Swiss Grand Prix,6/4/1950,\N
837,1950,5,13,Belgian Grand Prix,6/18/1950,\N
838,1950,6,55,French Grand Prix,7/2/1950,\N
839,1950,7,14,Italian Grand Prix,9/3/1950,\N
841,2011,1,1,Australian Grand Prix,3/27/2011,6:00:00
842,2011,2,2,Malaysian Grand Prix,4/10/2011,8:00:00
843,2011,3,17,Chinese Grand Prix,4/17/2011,7:00:00
844,2011,4,5,Turkish Grand Prix,5/8/2011,12:00:00
845,2011,5,4,Spanish Grand Prix,5/22/2011,12:00:00
846,2011,6,6,Monaco Grand Prix,5/29/2011,12:00:00
847,2011,7,7,Canadian Grand Prix,6/12/2011,17:00:00
848,2011,8,12,European Grand Prix,6/26/2011,12:00:00
849,2011,9,9,British Grand Prix,7/10/2011,12:00:00
850,2011,10,20,German Grand Prix,7/24/2011,12:00:00
851,2011,11,11,Hungarian Grand Prix,7/31/2011,12:00:00
852,2011,12,13,Belgian Grand Prix,8/28/2011,12:00:00
853,2011,13,14,Italian Grand Prix,9/11/2011,12:00:00
854,2011,14,15,Singapore Grand Prix,9/25/2011,12:00:00
855,2011,15,22,Japanese Grand Prix,10/9/2011,6:00:00
856,2011,16,35,Korean Grand Prix,10/16/2011,6:00:00
857,2011,17,68,Indian Grand Prix,10/30/2011,9:30:00
858,2011,18,24,Abu Dhabi Grand Prix,11/13/2011,13:00:00
859,2011,19,18,Brazilian Grand Prix,11/27/2011,16:00:00
860,2012,1,1,Australian Grand Prix,3/18/2012,6:00:00
861,2012,2,2,Malaysian Grand Prix,3/25/2012,8:00:00
862,2012,3,17,Chinese Grand Prix,4/15/2012,7:00:00
863,2012,4,3,Bahrain Grand Prix,4/22/2012,12:00:00
864,2012,5,4,Spanish Grand Prix,5/13/2012,12:00:00
865,2012,6,6,Monaco Grand Prix,5/27/2012,12:00:00
866,2012,7,7,Canadian Grand Prix,6/10/2012,18:00:00
867,2012,8,12,European Grand Prix,6/24/2012,12:00:00
868,2012,9,9,British Grand Prix,7/8/2012,12:00:00
869,2012,10,10,German Grand Prix,7/22/2012,12:00:00
870,2012,11,11,Hungarian Grand Prix,7/29/2012,12:00:00
871,2012,12,13,Belgian Grand Prix,9/2/2012,12:00:00
872,2012,13,14,Italian Grand Prix,9/9/2012,12:00:00
873,2012,14,15,Singapore Grand Prix,9/23/2012,12:00:00
874,2012,15,22,Japanese Grand Prix,10/7/2012,6:00:00
875,2012,16,35,Korean Grand Prix,10/14/2012,6:00:00
876,2012,17,68,Indian Grand Prix,10/28/2012,9:30:00
877,2012,18,24,Abu Dhabi Grand Prix,11/4/2012,13:00:00
878,2012,19,69,United States Grand Prix,11/18/2012,19:00:00
879,2012,20,18,Brazilian Grand Prix,11/25/2012,16:00:00
880,2013,1,1,Australian Grand Prix,3/17/2013,6:00:00
881,2013,2,2,Malaysian Grand Prix,3/24/2013,8:00:00
882,2013,3,17,Chinese Grand Prix,4/14/2013,7:00:00
883,2013,4,3,Bahrain Grand Prix,4/21/2013,12:00:00
884,2013,5,4,Spanish Grand Prix,5/12/2013,12:00:00
885,2013,6,6,Monaco Grand Prix,5/26/2013,12:00:00
886,2013,7,7,Canadian Grand Prix,6/9/2013,18:00:00
887,2013,8,9,British Grand Prix,6/30/2013,12:00:00
888,2013,9,20,German Grand Prix,7/7/2013,12:00:00
890,2013,10,11,Hungarian Grand Prix,7/28/2013,12:00:00
891,2013,11,13,Belgian Grand Prix,8/25/2013,12:00:00
892,2013,12,14,Italian Grand Prix,9/8/2013,12:00:00
893,2013,13,15,Singapore Grand Prix,9/22/2013,12:00:00
894,2013,14,35,Korean Grand Prix,10/6/2013,6:00:00
895,2013,15,22,Japanese Grand Prix,10/13/2013,6:00:00
896,2013,16,68,Indian Grand Prix,10/27/2013,9:30:00
897,2013,17,24,Abu Dhabi Grand Prix,11/3/2013,13:00:00
898,2013,18,69,United States Grand Prix,11/17/2013,19:00:00
899,2013,19,18,Brazilian Grand Prix,11/24/2013,16:00:00
900,2014,1,1,Australian Grand Prix,3/16/2014,6:00:00
901,2014,2,2,Malaysian Grand Prix,3/30/2014,8:00:00
902,2014,3,3,Bahrain Grand Prix,4/6/2014,15:00:00
903,2014,4,17,Chinese Grand Prix,4/20/2014,7:00:00
904,2014,5,4,Spanish Grand Prix,5/11/2014,12:00:00
905,2014,6,6,Monaco Grand Prix,5/25/2014,12:00:00
906,2014,7,7,Canadian Grand Prix,6/8/2014,18:00:00
907,2014,8,70,Austrian Grand Prix,6/22/2014,12:00:00
908,2014,9,9,British Grand Prix,7/6/2014,12:00:00
909,2014,10,10,German Grand Prix,7/20/2014,12:00:00
910,2014,11,11,Hungarian Grand Prix,7/27/2014,12:00:00
911,2014,12,13,Belgian Grand Prix,8/24/2014,12:00:00
912,2014,13,14,Italian Grand Prix,9/7/2014,12:00:00
913,2014,14,15,Singapore Grand Prix,9/21/2014,12:00:00
914,2014,15,22,Japanese Grand Prix,10/5/2014,6:00:00
915,2014,16,71,Russian Grand Prix,10/12/2014,11:00:00
916,2014,17,69,United States Grand Prix,11/2/2014,20:00:00
917,2014,18,18,Brazilian Grand Prix,11/9/2014,16:00:00
918,2014,19,24,Abu Dhabi Grand Prix,11/23/2014,13:00:00
931,2015,6,6,Monaco Grand Prix,5/24/2015,12:00:00
932,2015,7,7,Canadian Grand Prix,6/7/2015,18:00:00
929,2015,4,3,Bahrain Grand Prix,4/19/2015,15:00:00
930,2015,5,4,Spanish Grand Prix,5/10/2015,12:00:00
928,2015,3,17,Chinese Grand Prix,4/12/2015,6:00:00
926,2015,1,1,Australian Grand Prix,3/15/2015,5:00:00
927,2015,2,2,Malaysian Grand Prix,3/29/2015,7:00:00
933,2015,8,70,Austrian Grand Prix,6/21/2015,12:00:00
934,2015,9,9,British Grand Prix,7/5/2015,12:00:00
936,2015,10,11,Hungarian Grand Prix,7/26/2015,12:00:00
937,2015,11,13,Belgian Grand Prix,8/23/2015,12:00:00
938,2015,12,14,Italian Grand Prix,9/6/2015,12:00:00
939,2015,13,15,Singapore Grand Prix,9/20/2015,12:00:00
940,2015,14,22,Japanese Grand Prix,9/27/2015,5:00:00
941,2015,15,71,Russian Grand Prix,10/11/2015,11:00:00
942,2015,16,69,United States Grand Prix,10/25/2015,19:00:00
943,2015,17,32,Mexican Grand Prix,11/1/2015,19:00:00
